S1	PAY-002	Aggregator Fallback	CAN-FIN-002	Gateway/MoMo	SUBSET	EXPLICIT	
S1	PAY-003	Escrow System	CAN-FIN-004	Escrow Hold	DUPLICATE	EXPLICIT	
S1	PAY-004	Predictable Settlements	CAN-FIN-005	Escrow Auto-Release	DUPLICATE	EXPLICIT	
S1	PAY-005	Multi-Currency Support	CAN-FIN-001	Integer Ngwee	CONFLICT	EXPLICIT	Handled by dynamic ZMW peg
S1	SEC-001	Regulated Blocks	CAN-ID-003	Tiered KYC	DUPLICATE	EXPLICIT	
S1	SEC-002	Financial Authorization	CAN-FIN-003	Webhook Security	DUPLICATE	EXPLICIT	
S1	SEC-003	Fake Review Prevention	CAN-ORD-005	Verified Reviews	DUPLICATE	EXPLICIT	
S1	INF-001	pgvector / Qdrant	CAN-DISC-001	Hybrid Search	DEPENDENCY	EXPLICIT	
S1	INF-002	Low-Bandwidth Delivery	CAN-UX-001	PWA/Offline	DUPLICATE	EXPLICIT	
S1	INF-003	Offline Tolerance	CAN-UX-001	PWA/Offline	DUPLICATE	EXPLICIT	
S1	AUTO-001	Search Index Ingestion	CAN-DISC-004	Search Ingestion	DUPLICATE	EXPLICIT	
S1	AUTO-002	Escrow Auto-Release	CAN-FIN-005	Escrow Auto-Release	DUPLICATE	EXPLICIT	
S1	AUTO-003	Booking Reminders	CAN-OPS-004	n8n Workflows	DEPENDENCY	EXPLICIT	
S1	OBS-001	Vendor Insights	CAN-VND-001	Vendor Analytics	DUPLICATE	EXPLICIT	
S1	OBS-002	Escrow Ledger Audit	CAN-OPS-003	Audit Logs	DEPENDENCY	EXPLICIT	
S1	UX-001	Map + List UI	CAN-DISC-002	Geo-Proximity	DEPENDENCY	EXPLICIT	
S1	UX-002	Result Cards	CAN-DISC-001	Hybrid Search	DEPENDENCY	EXPLICIT	
S1	UX-003	Conversational AI Chat	CAN-DISC-001	Hybrid Search	DEPENDENCY	EXPLICIT	
S1	UX-004	Voice Input	CAN-DISC-001	Hybrid Search	DEPENDENCY	EXPLICIT	
S1	SEO-001	Category Landing Pages	CAN-UX-002	SEO/Markup	DUPLICATE	EXPLICIT	
S1	LOC-001	Multi-Segment Hours	CAN-CAT-004	Branch/Location	SUBSET	EXPLICIT	
S1	LOC-002	Code-Switching Context	CAN-DISC-003	i18n	DEPENDENCY	EXPLICIT	
S1	PERF-001	Search Latency	CAN-DISC-001	Hybrid Search	DEPENDENCY	EXPLICIT	
S1	PERF-002	Distance Calculation	CAN-DISC-002	Geo-Proximity	DEPENDENCY	EXPLICIT	
S2	CUST-001	PWA Installation	CAN-UX-001	PWA/Offline	DUPLICATE	EXPLICIT	
S2	CUST-002	Passwordless Auth	CAN-ID-001	SMS OTP	DUPLICATE	EXPLICIT	
S2	CUST-003	Buyer Dashboard	CAN-ID-002	Multi-Hat Sessions	DEPENDENCY	EXPLICIT	
S2	VENDOR-001	Progressive KYC Tier 1	CAN-ID-003	Tiered KYC	DUPLICATE	EXPLICIT	
S2	VENDOR-002	Progressive KYC Tier 2	CAN-ID-003	Tiered KYC	DUPLICATE	EXPLICIT	
S2	VENDOR-003	Progressive KYC Tier 3	CAN-ID-003	Tiered KYC	SUBSET	EXPLICIT	
S2	VENDOR-004	Mobile Daily Driver UI	CAN-ID-002	Multi-Hat Sessions	DEPENDENCY	EXPLICIT	
S2	VENDOR-005	Desktop Admin UI	CAN-ADM-002	Admin UI	DEPENDENCY	EXPLICIT	
S2	CAT-001	Canonical Catalog	CAN-CAT-001	Canonical Catalog	DUPLICATE	EXPLICIT	
S2	CAT-002	Vendor Offers	CAN-CAT-001	Canonical Catalog	SUBSET	EXPLICIT	
S2	CAT-003	Sort by Distance/Price	CAN-DISC-002	Geo-Proximity	DUPLICATE	EXPLICIT	
S2	CAT-004	Semantic Search	CAN-DISC-001	Hybrid Search	DUPLICATE	EXPLICIT	
S2	SVC-001	RFQ Flow	CAN-CAT-003	B2B Visibility	DEPENDENCY	EXPLICIT	
S2	TIX-001	Dynamic QR Tickets	CAN-EVT-002	Dynamic QR	DUPLICATE	EXPLICIT	
S2	PAY-001	Mobile Money Checkout	CAN-FIN-002	Gateway/MoMo	DUPLICATE	EXPLICIT	
S2	PAY-002	Visual Escrow State	CAN-FIN-004	Escrow Hold	SUBSET	EXPLICIT	
S2	PAY-003	48-Hour Auto-Release	CAN-FIN-005	Escrow Auto-Release	DUPLICATE	EXPLICIT	
S2	PAY-004	Zero Subscriptions	CAN-FIN-007	Commission Engine	CONFLICT	EXPLICIT	Handled by Commission logic
S2	PAY-005	Commission Deduction	CAN-FIN-007	Commission Engine	DUPLICATE	EXPLICIT	
S2	ADMIN-001	Daily Operations	CAN-OPS-003	Audit Logs	DEPENDENCY	EXPLICIT	
S2	LOG-001	Multi-Provider APIs	CAN-ORD-006	Logistics & Pickup	DUPLICATE	EXPLICIT	
S2	TOUR-001	Commerce Guides	CAN-DISC-001	Hybrid Search	DEPENDENCY	EXPLICIT	
S2	SYS-001	Edge Asset Delivery	CAN-UX-001	PWA/Offline	DEPENDENCY	EXPLICIT	
S2	SYS-002	Async Workers	CAN-FIN-005	Escrow Auto-Release	DEPENDENCY	EXPLICIT	
S2	SYS-003	Real-Time Notifications	CAN-OPS-004	n8n Workflows	DEPENDENCY	EXPLICIT	
S7	CUST-001	Customer PWA	CAN-UX-001	PWA/Offline	DUPLICATE	EXPLICIT	
S7	CUST-002	i18n (Bemba, Nyanja)	CAN-DISC-003	i18n	DUPLICATE	EXPLICIT	
S7	CUST-003	Phone/OTP Auth	CAN-ID-001	SMS OTP	DUPLICATE	EXPLICIT	
S7	CUST-004	Hero search & Discovery	CAN-DISC-001	Hybrid Search	SUBSET	EXPLICIT	
S7	CUST-005	Smart filters	CAN-DISC-001	Hybrid Search	SUBSET	EXPLICIT	
S7	CUST-006	Canonical comparison	CAN-CAT-001	Canonical Catalog	DUPLICATE	EXPLICIT	
S7	CUST-007	QR Code for pickup	CAN-ORD-006	Logistics & Pickup	DUPLICATE	EXPLICIT	
S7	VEND-001	Tiered Onboarding	CAN-ID-003	Tiered KYC	DUPLICATE	EXPLICIT	
S7	VEND-002	Map to canonical	CAN-CAT-001	Canonical Catalog	DEPENDENCY	EXPLICIT	
S7	VEND-003	Tracking / QR scanner	CAN-ORD-006	Logistics & Pickup	DEPENDENCY	EXPLICIT	
S7	CORE-001	Escrow ledger	CAN-FIN-004	Escrow Hold	DUPLICATE	EXPLICIT	
S7	CORE-002	Tiered subscriptions	CAN-FIN-007	Commission Engine	DUPLICATE	EXPLICIT	
S7	PAY-001	Mobile Money DPO	CAN-FIN-002	Gateway/MoMo	DUPLICATE	EXPLICIT	
S7	PAY-002	COD & Pay-at-pickup	CAN-FIN-002	Gateway/MoMo	DEPENDENCY	EXPLICIT	
S7	DB-001	Shared product arch	CAN-CAT-001	Canonical Catalog	DUPLICATE	EXPLICIT	
S7	API-001	OpenAPI 3.1 Contract	CAN-OPS-002	Untrusted IO (Pydantic)	DEPENDENCY	EXPLICIT	
S7	SEC-001	GDPR-ready (Zambia)	CAN-OPS-001	RLS Isolation	DEPENDENCY	EXPLICIT	
S7	AUTO-001	n8n for order confirm	CAN-OPS-004	n8n Workflows	DUPLICATE	EXPLICIT	
S7	INFRA-001	CI gatekeeper	CAN-OPS-006	CI/CD	DUPLICATE	EXPLICIT	
S8	CUST-001	Phone/OTP Auth	CAN-ID-001	SMS OTP	DUPLICATE	EXPLICIT	
S8	CUST-002	Progressive Web App	CAN-UX-001	PWA/Offline	DUPLICATE	EXPLICIT	
S8	CUST-003	Multilingual Interface	CAN-DISC-003	i18n	DUPLICATE	EXPLICIT	
S8	CUST-004	WhatsApp Integration	CAN-OPS-004	n8n Workflows	DEPENDENCY	EXPLICIT	
S8	CUST-005	QR Code Pickup	CAN-ORD-006	Logistics & Pickup	DUPLICATE	EXPLICIT	
S8	VEND-001	Low-Friction Onboarding	CAN-ID-003	Tiered KYC	DEPENDENCY	EXPLICIT	
S8	VEND-002	Multi-Tier KYC	CAN-ID-003	Tiered KYC	DUPLICATE	EXPLICIT	
S8	VEND-003	Fast Settlements	CAN-FIN-005	Escrow Auto-Release	DEPENDENCY	EXPLICIT	
S8	VEND-004	Inventory Management	CAN-CAT-006	Inventory Sync/Bulk	DUPLICATE	EXPLICIT	
S8	VEND-005	Branch/Location Support	CAN-CAT-004	Branch/Location	DUPLICATE	EXPLICIT	
S8	ADM-001	Dispute Management	CAN-ADM-001	Disputes	DUPLICATE	EXPLICIT	
S8	ADM-002	Content Moderation	CAN-ADM-002	Admin UI	DUPLICATE	EXPLICIT	
S8	CORE-001	Events & Ticketing	CAN-EVT-001	Event Schema	DUPLICATE	EXPLICIT	
S8	CORE-002	Business Directory	CAN-CAT-001	Canonical Catalog	DEPENDENCY	EXPLICIT	
S8	PAY-001	Mobile Money First	CAN-FIN-002	Gateway/MoMo	DUPLICATE	EXPLICIT	
S8	PAY-002	Escrow / Trust	CAN-FIN-004	Escrow Hold	DUPLICATE	EXPLICIT	
S8	PAY-003	Multi-Currency Schema	CAN-FIN-001	Integer Ngwee	CONFLICT	EXPLICIT	Resolved by FX peg
S8	PAY-004	USSD Fallback	CAN-VND-003	USSD Fallback	DUPLICATE	EXPLICIT	
S8	PAY-005	VAT Handling	CAN-FIN-007	Commission Engine	DEPENDENCY	EXPLICIT	
S8	DB-001	Separate Domains	CAN-OPS-001	RLS Isolation	DEPENDENCY	IMPLIED	
S8	DB-002	Data Protection	CAN-OPS-001	RLS Isolation	DEPENDENCY	EXPLICIT	
S8	SEC-001	Role-Based Auth	CAN-OPS-001	RLS Isolation	DUPLICATE	EXPLICIT	
S8	LOG-001	Delivery Aggregation	CAN-ORD-006	Logistics & Pickup	DUPLICATE	EXPLICIT	
S8	LOG-002	Retail Pickup Points	CAN-ORD-006	Logistics & Pickup	DUPLICATE	EXPLICIT	
S8	AUTO-001	n8n Business Workflows	CAN-OPS-004	n8n Workflows	DUPLICATE	EXPLICIT	
S8	OBS-001	Day 1 Tracking	CAN-VND-001	Vendor Analytics	DEPENDENCY	EXPLICIT	
S9	CUST-001	Social Commerce (V1)	CAN-SOC-001	Social Inquiries	DUPLICATE	EXPLICIT	
S9	CUST-002	Social Exclusions	CAN-SOC-002	Social Restrictions	DUPLICATE	EXPLICIT	
S9	CUST-003	Wholesale Visibility	CAN-CAT-003	B2B Visibility	DUPLICATE	EXPLICIT	
S9	CUST-004	Geo-Discovery	CAN-DISC-002	Geo-Proximity	DUPLICATE	EXPLICIT	
S9	VEND-001	Branch-Aware Stock	CAN-CAT-004	Branch/Location	DUPLICATE	EXPLICIT	
S9	VEND-002	Licence Verification	CAN-ID-003	Tiered KYC	DEPENDENCY	EXPLICIT	
S9	VEND-003	Storefront Analytics	CAN-VND-001	Vendor Analytics	DUPLICATE	EXPLICIT	
S9	VEND-004	Wholesale RFQ	CAN-CAT-003	B2B Visibility	DEPENDENCY	EXPLICIT	
S9	CORE-001	Product Classes	CAN-CAT-001	Canonical Catalog	DEPENDENCY	EXPLICIT	
S9	CORE-002	Cart Writes	CAN-ORD-002	Cart Sec	DUPLICATE	EXPLICIT	
S9	CORE-003	Checkout Derivation	CAN-ORD-003	Checkout Derivation	DUPLICATE	EXPLICIT	
S9	API-001	Input Trust	CAN-OPS-002	Untrusted IO	DUPLICATE	EXPLICIT	
S9	PAY-001	Integer Math	CAN-FIN-001	Integer Ngwee	DUPLICATE	EXPLICIT	
S9	PAY-002	Lenco Drills	CAN-FIN-002	Gateway/MoMo	SPECIALIZATION	EXPLICIT	
S9	UX-001	Browser-Led Grade A	CAN-UX-001	PWA/Offline	DUPLICATE	EXPLICIT	
S9	LOC-001	Zambian Languages	CAN-DISC-003	i18n	DUPLICATE	EXPLICIT	
S9	DB-001	RLS Impersonation	CAN-OPS-001	RLS Isolation	SPECIALIZATION	EXPLICIT	
S3	AUTH-001	Custom User Model & OTP	CAN-ID-001	SMS OTP	DUPLICATE	EXPLICIT	
S3	VEND-001	KYC Workflow	CAN-ID-003	Tiered KYC	DUPLICATE	EXPLICIT	
S3	CAT-001	Hierarchical Categories	CAN-CAT-001	Canonical Catalog	SUBSET	EXPLICIT	
S3	PROD-001	Product CRUD & Variants	CAN-CAT-001	Canonical Catalog	DUPLICATE	EXPLICIT	
S3	IMG-001	Cloudinary Pipeline	CAN-UX-003	Media Optimization	DUPLICATE	EXPLICIT	
S3	SRCH-001	Meilisearch Integration	CAN-DISC-001	Hybrid Search	DUPLICATE	EXPLICIT	
S3	CART-001	Multi-Vendor Cart	CAN-ORD-001	Multi-Vendor Split	DUPLICATE	EXPLICIT	
S3	CHK-001	Order Splitting	CAN-ORD-001	Multi-Vendor Split	DUPLICATE	EXPLICIT	
S3	PAY-001	DPO Pay & Mobile Money	CAN-FIN-002	Gateway/MoMo	DUPLICATE	EXPLICIT	
S3	ESC-001	Escrow System	CAN-FIN-004	Escrow Hold	DUPLICATE	EXPLICIT	
S3	ORD-001	Order State Machine	CAN-ORD-001	Multi-Vendor Split	DEPENDENCY	EXPLICIT	
S3	DEL-001	Delivery & QR Verif.	CAN-ORD-006	Logistics & Pickup	DUPLICATE	EXPLICIT	
S3	MOD-001	RBAC & Admin Moderation	CAN-ADM-002	Admin UI	DUPLICATE	EXPLICIT	
S3	FIN-001	Commission & Ledgers	CAN-FIN-007	Commission Engine	DUPLICATE	EXPLICIT	
S3	NOT-001	Omnichannel Notifs	CAN-OPS-004	n8n Workflows	DUPLICATE	EXPLICIT	
S4	DATA-01	Event Entity	CAN-EVT-001	Event Schema	DUPLICATE	EXPLICIT	
S4	DATA-02	Event Instance	CAN-EVT-001	Event Schema	SUBSET	EXPLICIT	
S4	DATA-03	Ticket Type	CAN-EVT-001	Event Schema	SUBSET	EXPLICIT	
S4	DATA-04	Ticket Entity	CAN-EVT-001	Event Schema	SUBSET	EXPLICIT	
S4	DISC-01	Time-First Default	CAN-DISC-001	Hybrid Search	DEPENDENCY	EXPLICIT	
S4	DISC-02	Discovery Lenses	CAN-DISC-001	Hybrid Search	DEPENDENCY	EXPLICIT	
S4	DISC-03	Time Decay Ranking	CAN-DISC-001	Hybrid Search	DEPENDENCY	EXPLICIT	
S4	DISC-04	Sell-Through Badge	CAN-DISC-001	Hybrid Search	DEPENDENCY	EXPLICIT	
S4	CAP-01	Hierarchical Capacity	CAN-CAT-005	Stock Reservation	SPECIALIZATION	EXPLICIT	
S4	TICK-01	Dynamic QR	CAN-EVT-002	Dynamic QR	DUPLICATE	EXPLICIT	
S4	TICK-02	Offline Scanner	CAN-EVT-005	Offline Scanning	DUPLICATE	EXPLICIT	
S4	TICK-03	PIN Backup (Q33)	CAN-EVT-002	Dynamic QR	DEPENDENCY	EXPLICIT	
S4	TICK-04	Ticket Transfer	CAN-EVT-004	Ticket Transfer	DUPLICATE	EXPLICIT	
S4	FIN-01	Inclusive Display	CAN-FIN-001	Integer Ngwee	DEPENDENCY	EXPLICIT	
S4	FIN-02	Standard Escrow	CAN-EVT-003	Event Escrow	DUPLICATE	EXPLICIT	
S4	FIN-03	Advanced Escrow	CAN-EVT-003	Event Escrow	DUPLICATE	EXPLICIT	
S4	VND-01	Tier 1 Organiser	CAN-ID-003	Tiered KYC	DUPLICATE	EXPLICIT	
S4	VND-02	Tier 2 Organiser	CAN-ID-003	Tiered KYC	DUPLICATE	EXPLICIT	
S4	VND-03	Team Access Roles	CAN-OPS-001	RLS Isolation	DEPENDENCY	EXPLICIT	
S4	FRD-01	First-Scan-Wins	CAN-EVT-002	Dynamic QR	DEPENDENCY	EXPLICIT	
S4	FRD-02	Pre-event Auth Call	CAN-ADM-002	Admin UI	DEPENDENCY	EXPLICIT	
S5	ARCH-001	Nullable Product FK	CAN-CAT-002	Unique Items	DUPLICATE	EXPLICIT	
S5	ARCH-002	Product Class Enum	CAN-CAT-001	Canonical Catalog	DEPENDENCY	EXPLICIT	
S5	ARCH-003	Variant Support	CAN-CAT-001	Canonical Catalog	SUBSET	EXPLICIT	
S5	PRC-001	Pricing Mode Enum	CAN-ORD-003	Checkout Derivation	DEPENDENCY	EXPLICIT	
S5	PRC-002	Unit Normalization	CAN-ORD-003	Checkout Derivation	DEPENDENCY	EXPLICIT	
S5	PRC-003	USD Pegging	CAN-ORD-004	FX Peg	DUPLICATE	EXPLICIT	
S5	PRC-004	FX Lock on Order	CAN-ORD-004	FX Peg	DUPLICATE	EXPLICIT	
S5	INV-001	Stock Modes	CAN-CAT-005	Stock Reservation	DEPENDENCY	EXPLICIT	
S5	INV-002	Checkout Reservation	CAN-CAT-005	Stock Reservation	DUPLICATE	EXPLICIT	
S5	INV-003	Cancel Rate Sweeper	CAN-OPS-004	n8n Workflows	DEPENDENCY	EXPLICIT	
S5	VEN-001	Search & Attach	CAN-CAT-001	Canonical Catalog	DEPENDENCY	EXPLICIT	
S5	VEN-002	Canonical Submission	CAN-CAT-001	Canonical Catalog	DEPENDENCY	EXPLICIT	
S5	VEN-003	Canonical Reward	CAN-FIN-007	Commission Engine	DEPENDENCY	EXPLICIT	
S5	VEN-004	Quick-list Commodity	CAN-CAT-001	Canonical Catalog	DEPENDENCY	EXPLICIT	
S5	VEN-005	Unique Item Listing	CAN-CAT-002	Unique Items	DUPLICATE	EXPLICIT	
S5	VEN-006	CSV Bulk Import	CAN-CAT-006	Inventory Sync/Bulk	DUPLICATE	EXPLICIT	
S5	VEN-007	Stock Sync API	CAN-CAT-006	Inventory Sync/Bulk	DUPLICATE	EXPLICIT	
S5	TNS-001	Condition Enum	CAN-FIN-006	Used Escrow	DEPENDENCY	EXPLICIT	
S5	TNS-002	Extended Escrow	CAN-FIN-006	Used Escrow	DUPLICATE	EXPLICIT	
S5	TNS-003	Evidence Uploads	CAN-FIN-006	Used Escrow	DEPENDENCY	EXPLICIT	
S5	TNS-004	Tier-Gating	CAN-ID-003	Tiered KYC	DUPLICATE	EXPLICIT	
S5	TNS-005	Brand Claiming	CAN-CAT-001	Canonical Catalog	DEPENDENCY	EXPLICIT	
S5	TNS-006	Fake Reporting	CAN-ADM-002	Admin UI	DEPENDENCY	EXPLICIT	
S5	DIS-001	In-Stock Boost	CAN-DISC-001	Hybrid Search	DEPENDENCY	EXPLICIT	
S5	DIS-002	Price Comp Boost	CAN-DISC-001	Hybrid Search	DEPENDENCY	EXPLICIT	
S5	DIS-003	Geo-Proximity	CAN-DISC-002	Geo-Proximity	DUPLICATE	EXPLICIT	
S5	CAT-RULE	ZAMRA / ERB gating	CAN-ID-003	Tiered KYC	SPECIALIZATION	EXPLICIT	
S6	CUST-001	PWA Architecture	CAN-UX-001	PWA/Offline	DUPLICATE	EXPLICIT	
S6	CUST-002	Unified Discovery	CAN-DISC-001	Hybrid Search	DUPLICATE	EXPLICIT	
S6	CUST-003	Canonical Comparison	CAN-CAT-001	Canonical Catalog	DEPENDENCY	EXPLICIT	
S6	CUST-004	Multi-Vendor Cart	CAN-ORD-001	Multi-Vendor Split	DUPLICATE	EXPLICIT	
S6	CUST-005	Profile & Toggles	CAN-ID-002	Multi-Hat Sessions	DEPENDENCY	EXPLICIT	
S6	VEND-001	Archetype Onboarding	CAN-ID-002	Multi-Hat Sessions	DEPENDENCY	EXPLICIT	
S6	VEND-002	Dual-Prong UI	CAN-UX-001	PWA/Offline	DEPENDENCY	EXPLICIT	
S6	VEND-003	Multi-Hat Accounts	CAN-ID-002	Multi-Hat Sessions	DUPLICATE	EXPLICIT	
S6	VEND-004	Goods-Received Flow	CAN-CAT-004	Branch/Location	DEPENDENCY	EXPLICIT	
S6	B2B-001	Schema Latency (Ph 1)	CAN-CAT-003	B2B Visibility	DEPENDENCY	EXPLICIT	
S6	B2B-002	PACRA Gating	CAN-ID-003	Tiered KYC	DUPLICATE	EXPLICIT	
S6	INV-001	Multi-Warehouse Routing	CAN-CAT-004	Branch/Location	DUPLICATE	EXPLICIT	
S6	INV-002	Stock Reservation	CAN-CAT-005	Stock Reservation	DUPLICATE	EXPLICIT	
S6	INV-003	Lot/Batch FIFO	CAN-CAT-004	Branch/Location	SUBSET	EXPLICIT	
S6	PAY-001	4-Step Escrow Trust	CAN-FIN-004	Escrow Hold	DUPLICATE	EXPLICIT	
S6	PAY-002	Escrow Release	CAN-FIN-005	Escrow Auto-Release	DUPLICATE	EXPLICIT	
S6	PAY-003	Mobile Money / USSD	CAN-FIN-002	Gateway/MoMo	DUPLICATE	EXPLICIT	
S6	ADM-001	Operations UI	CAN-ADM-002	Admin UI	DUPLICATE	EXPLICIT	
S6	ADM-002	n8n / AI Integration	CAN-OPS-004	n8n Workflows	DUPLICATE	EXPLICIT	
S6	SEC-001	Concurrent Transactions	CAN-CAT-005	Stock Reservation	DUPLICATE	IMPLIED	
S6	SEC-002	Trust/Safety Suspend	CAN-ADM-002	Admin UI	DEPENDENCY	EXPLICIT	
S6	OPS-001	Conservative Lead Times	CAN-ORD-001	Multi-Vendor Split	DEPENDENCY	EXPLICIT	
